
==================================================
Loading embedding model: paraphrase-multilingual-MiniLM-L12-v2...

Embedding Similarity Benchmark Results (Model: paraphrase-multilingual-MiniLM-L12-v2):

| ZhiWen File   | Equivalent File   |   Cosine Similarity |
| sim_0211.zw   | sim_0211.json     |              0.6893 |
| sim_0161.zw   | sim_0161.json     |              0.8023 |
| sim_0762.zw   | sim_0762.json     |              0.8205 |
| sim_0568.zw   | sim_0568.json     |              0.7041 |
| sim_0957.zw   | sim_0957.json     |              0.7426 |
| sim_0641.zw   | sim_0641.json     |              0.784  |
| sim_0300.zw   | sim_0300.json     |              0.7804 |
| sim_0128.zw   | sim_0128.json     |              0.7965 |
| sim_0783.zw   | sim_0783.json     |              0.7885 |
| sim_0346.zw   | sim_0346.json     |              0.8169 |
| sim_0732.zw   | sim_0732.json     |              0.6943 |
| sim_0841.zw   | sim_0841.json     |              0.7443 |
| sim_0094.zw   | sim_0094.json     |              0.7211 |
| sim_0623.zw   | sim_0623.json     |              0.8097 |
| sim_0905.zw   | sim_0905.json     |              0.826  |
| sim_0884.zw   | sim_0884.json     |              0.7422 |
| sim_0155.zw   | sim_0155.json     |              0.7403 |
| sim_0935.zw   | sim_0935.json     |              0.8003 |
| sim_0055.zw   | sim_0055.json     |              0.7564 |
| sim_0726.zw   | sim_0726.json     |              0.7318 |
| sim_0371.zw   | sim_0371.json     |              0.7908 |
| sim_0673.zw   | sim_0673.json     |              0.7867 |
| sim_0561.zw   | sim_0561.json     |              0.7259 |
| sim_0750.zw   | sim_0750.json     |              0.7487 |
| sim_0855.zw   | sim_0855.json     |              0.7988 |
| sim_0722.zw   | sim_0722.json     |              0.7306 |
| sim_0013.zw   | sim_0013.json     |              0.7427 |
| sim_0741.zw   | sim_0741.json     |              0.7938 |
| sim_0665.zw   | sim_0665.json     |              0.7227 |
| sim_0872.zw   | sim_0872.json     |              0.7247 |
| sim_0697.zw   | sim_0697.json     |              0.733  |
| sim_0861.zw   | sim_0861.json     |              0.673  |
| sim_0033.zw   | sim_0033.json     |              0.7455 |
| sim_0965.zw   | sim_0965.json     |              0.7948 |
| sim_0489.zw   | sim_0489.json     |              0.8234 |
| sim_0151.zw   | sim_0151.json     |              0.805  |
| sim_0148.zw   | sim_0148.json     |              0.8186 |
| sim_0532.zw   | sim_0532.json     |              0.7439 |
| sim_0717.zw   | sim_0717.json     |              0.818  |
| sim_0479.zw   | sim_0479.json     |              0.7557 |
| sim_0786.zw   | sim_0786.json     |              0.7144 |
| sim_0233.zw   | sim_0233.json     |              0.7696 |
| sim_0203.zw   | sim_0203.json     |              0.7661 |
| sim_0185.zw   | sim_0185.json     |              0.7437 |
| sim_0407.zw   | sim_0407.json     |              0.7418 |
| sim_0867.zw   | sim_0867.json     |              0.8154 |
| sim_0863.zw   | sim_0863.json     |              0.7888 |
| sim_0470.zw   | sim_0470.json     |              0.7512 |
| sim_0095.zw   | sim_0095.json     |              0.806  |
| sim_0818.zw   | sim_0818.json     |              0.7206 |
| sim_0859.zw   | sim_0859.json     |              0.7409 |
| sim_0201.zw   | sim_0201.json     |              0.742  |
| sim_0437.zw   | sim_0437.json     |              0.768  |
| sim_0476.zw   | sim_0476.json     |              0.7688 |
| sim_0916.zw   | sim_0916.json     |              0.7668 |
| sim_0790.zw   | sim_0790.json     |              0.8074 |
| sim_0136.zw   | sim_0136.json     |              0.7867 |
| sim_0913.zw   | sim_0913.json     |              0.7972 |
| sim_0270.zw   | sim_0270.json     |              0.7714 |
| sim_0102.zw   | sim_0102.json     |              0.6976 |
| sim_0457.zw   | sim_0457.json     |              0.7745 |
| sim_0458.zw   | sim_0458.json     |              0.7648 |
| sim_0305.zw   | sim_0305.json     |              0.8033 |
| sim_0978.zw   | sim_0978.json     |              0.8323 |
| sim_0869.zw   | sim_0869.json     |              0.8042 |
| sim_0154.zw   | sim_0154.json     |              0.817  |
| sim_0394.zw   | sim_0394.json     |              0.8015 |
| sim_0275.zw   | sim_0275.json     |              0.7432 |
| sim_0312.zw   | sim_0312.json     |              0.7675 |
| sim_0836.zw   | sim_0836.json     |              0.7422 |
| sim_0490.zw   | sim_0490.json     |              0.758  |
| sim_0510.zw   | sim_0510.json     |              0.7722 |
| sim_0091.zw   | sim_0091.json     |              0.7013 |
| sim_0315.zw   | sim_0315.json     |              0.8471 |
| sim_0197.zw   | sim_0197.json     |              0.7884 |
| sim_0540.zw   | sim_0540.json     |              0.6693 |
| sim_0708.zw   | sim_0708.json     |              0.6842 |
| sim_0493.zw   | sim_0493.json     |              0.7846 |
| sim_0322.zw   | sim_0322.json     |              0.7372 |
| sim_0266.zw   | sim_0266.json     |              0.7414 |
| sim_0649.zw   | sim_0649.json     |              0.7542 |
| sim_0085.zw   | sim_0085.json     |              0.7913 |
| sim_0751.zw   | sim_0751.json     |              0.7524 |
| sim_0952.zw   | sim_0952.json     |              0.6881 |
| sim_0098.zw   | sim_0098.json     |              0.7423 |
| sim_0918.zw   | sim_0918.json     |              0.7471 |
| sim_0277.zw   | sim_0277.json     |              0.736  |
| sim_0474.zw   | sim_0474.json     |              0.7533 |
| sim_0345.zw   | sim_0345.json     |              0.7119 |
| sim_0974.zw   | sim_0974.json     |              0.7585 |
| sim_0737.zw   | sim_0737.json     |              0.7839 |
| sim_0535.zw   | sim_0535.json     |              0.6714 |
| sim_0876.zw   | sim_0876.json     |              0.7353 |
| sim_0124.zw   | sim_0124.json     |              0.7888 |
| sim_0606.zw   | sim_0606.json     |              0.7947 |
| sim_0651.zw   | sim_0651.json     |              0.7702 |
| sim_0382.zw   | sim_0382.json     |              0.7298 |
| sim_0186.zw   | sim_0186.json     |              0.8268 |
| sim_0679.zw   | sim_0679.json     |              0.7479 |
| sim_0009.zw   | sim_0009.json     |              0.7664 |
| sim_0661.zw   | sim_0661.json     |              0.8151 |
| sim_0647.zw   | sim_0647.json     |              0.7476 |
| sim_0027.zw   | sim_0027.json     |              0.8115 |
| sim_0646.zw   | sim_0646.json     |              0.8028 |
| sim_0823.zw   | sim_0823.json     |              0.7384 |
| sim_0222.zw   | sim_0222.json     |              0.7579 |
| sim_0245.zw   | sim_0245.json     |              0.8127 |
| sim_0507.zw   | sim_0507.json     |              0.7956 |
| sim_0660.zw   | sim_0660.json     |              0.7517 |
| sim_0812.zw   | sim_0812.json     |              0.7629 |
| sim_0924.zw   | sim_0924.json     |              0.7701 |
| sim_0022.zw   | sim_0022.json     |              0.7703 |
| sim_0749.zw   | sim_0749.json     |              0.7595 |
| sim_0520.zw   | sim_0520.json     |              0.8034 |
| sim_0425.zw   | sim_0425.json     |              0.8277 |
| sim_0024.zw   | sim_0024.json     |              0.7871 |
| sim_0160.zw   | sim_0160.json     |              0.7306 |
| sim_0555.zw   | sim_0555.json     |              0.8399 |
| sim_0454.zw   | sim_0454.json     |              0.751  |
| sim_0670.zw   | sim_0670.json     |              0.7697 |
| sim_0677.zw   | sim_0677.json     |              0.7938 |
| sim_0963.zw   | sim_0963.json     |              0.8049 |
| sim_0436.zw   | sim_0436.json     |              0.679  |
| sim_0054.zw   | sim_0054.json     |              0.7764 |
| sim_0573.zw   | sim_0573.json     |              0.8068 |
| sim_0384.zw   | sim_0384.json     |              0.8215 |
| sim_0721.zw   | sim_0721.json     |              0.7676 |
| sim_0706.zw   | sim_0706.json     |              0.699  |
| sim_0402.zw   | sim_0402.json     |              0.7756 |
| sim_0308.zw   | sim_0308.json     |              0.6703 |
| sim_0548.zw   | sim_0548.json     |              0.7911 |
| sim_0097.zw   | sim_0097.json     |              0.7506 |
| sim_0423.zw   | sim_0423.json     |              0.7912 |
| sim_0696.zw   | sim_0696.json     |              0.7236 |
| sim_0005.zw   | sim_0005.json     |              0.7275 |
| sim_0609.zw   | sim_0609.json     |              0.7872 |
| sim_0744.zw   | sim_0744.json     |              0.7648 |
| sim_0257.zw   | sim_0257.json     |              0.8061 |
| sim_0868.zw   | sim_0868.json     |              0.7393 |
| sim_0191.zw   | sim_0191.json     |              0.7437 |
| sim_0242.zw   | sim_0242.json     |              0.7028 |
| sim_0438.zw   | sim_0438.json     |              0.7613 |
| sim_0519.zw   | sim_0519.json     |              0.7335 |
| sim_0734.zw   | sim_0734.json     |              0.7819 |
| sim_0837.zw   | sim_0837.json     |              0.7235 |
| sim_0328.zw   | sim_0328.json     |              0.7073 |
| sim_0224.zw   | sim_0224.json     |              0.8155 |
| sim_0467.zw   | sim_0467.json     |              0.7483 |
| sim_0390.zw   | sim_0390.json     |              0.8416 |
| sim_0210.zw   | sim_0210.json     |              0.819  |
| sim_0601.zw   | sim_0601.json     |              0.7941 |
| sim_0221.zw   | sim_0221.json     |              0.7914 |
| sim_0071.zw   | sim_0071.json     |              0.7797 |
| sim_0347.zw   | sim_0347.json     |              0.7852 |
| sim_0007.zw   | sim_0007.json     |              0.7378 |
| sim_0259.zw   | sim_0259.json     |              0.7473 |
| sim_0880.zw   | sim_0880.json     |              0.774  |
| sim_0170.zw   | sim_0170.json     |              0.7241 |
| sim_0992.zw   | sim_0992.json     |              0.7888 |
| sim_0261.zw   | sim_0261.json     |              0.7647 |
| sim_0262.zw   | sim_0262.json     |              0.7308 |
| sim_0508.zw   | sim_0508.json     |              0.794  |
| sim_0323.zw   | sim_0323.json     |              0.7623 |
| sim_0138.zw   | sim_0138.json     |              0.6936 |
| sim_0629.zw   | sim_0629.json     |              0.763  |
| sim_0047.zw   | sim_0047.json     |              0.7376 |
| sim_0414.zw   | sim_0414.json     |              0.7431 |
| sim_0664.zw   | sim_0664.json     |              0.7708 |
| sim_0962.zw   | sim_0962.json     |              0.7683 |
| sim_0104.zw   | sim_0104.json     |              0.7382 |
| sim_0533.zw   | sim_0533.json     |              0.7835 |
| sim_0614.zw   | sim_0614.json     |              0.8334 |
| sim_0497.zw   | sim_0497.json     |              0.7245 |
| sim_0238.zw   | sim_0238.json     |              0.6529 |
| sim_0159.zw   | sim_0159.json     |              0.8225 |
| sim_0352.zw   | sim_0352.json     |              0.7672 |
| sim_0917.zw   | sim_0917.json     |              0.7504 |
| sim_0026.zw   | sim_0026.json     |              0.7833 |
| sim_0418.zw   | sim_0418.json     |              0.7798 |
| sim_0777.zw   | sim_0777.json     |              0.739  |
| sim_0757.zw   | sim_0757.json     |              0.7358 |
| sim_0820.zw   | sim_0820.json     |              0.6561 |
| sim_0140.zw   | sim_0140.json     |              0.7326 |
| sim_0505.zw   | sim_0505.json     |              0.7169 |
| sim_0911.zw   | sim_0911.json     |              0.7014 |
| sim_0588.zw   | sim_0588.json     |              0.7662 |
| sim_0388.zw   | sim_0388.json     |              0.7281 |
| sim_0767.zw   | sim_0767.json     |              0.6946 |
| sim_0225.zw   | sim_0225.json     |              0.8134 |
| sim_0406.zw   | sim_0406.json     |              0.7876 |
| sim_0958.zw   | sim_0958.json     |              0.7952 |
| sim_0337.zw   | sim_0337.json     |              0.7678 |
| sim_0851.zw   | sim_0851.json     |              0.7827 |
| sim_0879.zw   | sim_0879.json     |              0.7805 |
| sim_0652.zw   | sim_0652.json     |              0.7502 |
| sim_0177.zw   | sim_0177.json     |              0.7555 |
| sim_0694.zw   | sim_0694.json     |              0.7012 |
| sim_0897.zw   | sim_0897.json     |              0.7309 |
| sim_0834.zw   | sim_0834.json     |              0.7021 |
| sim_0701.zw   | sim_0701.json     |              0.7665 |
| sim_0426.zw   | sim_0426.json     |              0.7877 |
| sim_0886.zw   | sim_0886.json     |              0.7241 |
| sim_0199.zw   | sim_0199.json     |              0.7472 |
| sim_0768.zw   | sim_0768.json     |              0.766  |
| sim_0215.zw   | sim_0215.json     |              0.7154 |
| sim_0993.zw   | sim_0993.json     |              0.7935 |
| sim_0605.zw   | sim_0605.json     |              0.7597 |
| sim_0063.zw   | sim_0063.json     |              0.7946 |
| sim_0785.zw   | sim_0785.json     |              0.7541 |
| sim_0686.zw   | sim_0686.json     |              0.7735 |
| sim_0459.zw   | sim_0459.json     |              0.7873 |
| sim_0409.zw   | sim_0409.json     |              0.7653 |
| sim_0668.zw   | sim_0668.json     |              0.811  |
| sim_0959.zw   | sim_0959.json     |              0.7743 |
| sim_0630.zw   | sim_0630.json     |              0.7569 |
| sim_0031.zw   | sim_0031.json     |              0.7578 |
| sim_0121.zw   | sim_0121.json     |              0.749  |
| sim_0234.zw   | sim_0234.json     |              0.7084 |
| sim_0133.zw   | sim_0133.json     |              0.8319 |
| sim_0982.zw   | sim_0982.json     |              0.7834 |
| sim_0465.zw   | sim_0465.json     |              0.7969 |
| sim_0572.zw   | sim_0572.json     |              0.7205 |
| sim_0193.zw   | sim_0193.json     |              0.7809 |
| sim_0112.zw   | sim_0112.json     |              0.7183 |
| sim_0362.zw   | sim_0362.json     |              0.828  |
| sim_0368.zw   | sim_0368.json     |              0.8094 |
| sim_0248.zw   | sim_0248.json     |              0.7907 |
| sim_0775.zw   | sim_0775.json     |              0.7463 |
| sim_0784.zw   | sim_0784.json     |              0.8156 |
| sim_0146.zw   | sim_0146.json     |              0.7243 |
| sim_0008.zw   | sim_0008.json     |              0.7627 |
| sim_0340.zw   | sim_0340.json     |              0.7209 |
| sim_0178.zw   | sim_0178.json     |              0.7423 |
| sim_0329.zw   | sim_0329.json     |              0.798  |
| sim_0862.zw   | sim_0862.json     |              0.6885 |
| sim_0190.zw   | sim_0190.json     |              0.7626 |
| sim_0662.zw   | sim_0662.json     |              0.6623 |
| sim_0675.zw   | sim_0675.json     |              0.788  |
| sim_0278.zw   | sim_0278.json     |              0.8009 |
| sim_0556.zw   | sim_0556.json     |              0.7803 |
| sim_0073.zw   | sim_0073.json     |              0.7892 |
| sim_0309.zw   | sim_0309.json     |              0.7607 |
| sim_0534.zw   | sim_0534.json     |              0.7068 |
| sim_0281.zw   | sim_0281.json     |              0.7472 |
| sim_0466.zw   | sim_0466.json     |              0.8195 |
| sim_0187.zw   | sim_0187.json     |              0.807  |
| sim_0564.zw   | sim_0564.json     |              0.6633 |
| sim_0060.zw   | sim_0060.json     |              0.6728 |
| sim_0712.zw   | sim_0712.json     |              0.7977 |
| sim_0506.zw   | sim_0506.json     |              0.7581 |
| sim_0513.zw   | sim_0513.json     |              0.7688 |
| sim_0546.zw   | sim_0546.json     |              0.7533 |
| sim_0299.zw   | sim_0299.json     |              0.749  |
| sim_0280.zw   | sim_0280.json     |              0.8057 |
| sim_0700.zw   | sim_0700.json     |              0.7818 |
| sim_0742.zw   | sim_0742.json     |              0.7843 |
| sim_0119.zw   | sim_0119.json     |              0.7309 |
| sim_0610.zw   | sim_0610.json     |              0.7942 |
| sim_0272.zw   | sim_0272.json     |              0.7811 |
| sim_0446.zw   | sim_0446.json     |              0.7487 |
| sim_0778.zw   | sim_0778.json     |              0.8173 |
| sim_0292.zw   | sim_0292.json     |              0.7838 |
| sim_0666.zw   | sim_0666.json     |              0.7801 |
| sim_0276.zw   | sim_0276.json     |              0.7789 |
| sim_0176.zw   | sim_0176.json     |              0.7972 |
| sim_0672.zw   | sim_0672.json     |              0.7021 |
| sim_0386.zw   | sim_0386.json     |              0.7734 |
| sim_0444.zw   | sim_0444.json     |              0.7948 |
| sim_0639.zw   | sim_0639.json     |              0.7168 |
| sim_0295.zw   | sim_0295.json     |              0.817  |
| sim_0807.zw   | sim_0807.json     |              0.8055 |
| sim_0985.zw   | sim_0985.json     |              0.7569 |
| sim_0642.zw   | sim_0642.json     |              0.7655 |
| sim_0967.zw   | sim_0967.json     |              0.786  |
| sim_0002.zw   | sim_0002.json     |              0.7668 |
| sim_0752.zw   | sim_0752.json     |              0.7811 |
| sim_0290.zw   | sim_0290.json     |              0.7738 |
| sim_0804.zw   | sim_0804.json     |              0.7019 |
| sim_0844.zw   | sim_0844.json     |              0.7392 |
| sim_0587.zw   | sim_0587.json     |              0.6654 |
| sim_0228.zw   | sim_0228.json     |              0.8109 |
| sim_0059.zw   | sim_0059.json     |              0.7407 |
| sim_0705.zw   | sim_0705.json     |              0.7886 |
| sim_0966.zw   | sim_0966.json     |              0.6877 |
| sim_0061.zw   | sim_0061.json     |              0.7497 |
| sim_0995.zw   | sim_0995.json     |              0.7514 |
| sim_0782.zw   | sim_0782.json     |              0.7553 |
| sim_0870.zw   | sim_0870.json     |              0.6908 |
| sim_0246.zw   | sim_0246.json     |              0.8359 |
| sim_0551.zw   | sim_0551.json     |              0.7255 |
| sim_0405.zw   | sim_0405.json     |              0.7846 |
| sim_0432.zw   | sim_0432.json     |              0.7619 |
| sim_0333.zw   | sim_0333.json     |              0.7111 |
| sim_0656.zw   | sim_0656.json     |              0.8166 |
| sim_0341.zw   | sim_0341.json     |              0.7024 |
| sim_0938.zw   | sim_0938.json     |              0.8453 |
| sim_0693.zw   | sim_0693.json     |              0.8077 |
| sim_0644.zw   | sim_0644.json     |              0.6652 |
| sim_0057.zw   | sim_0057.json     |              0.7486 |
| sim_0512.zw   | sim_0512.json     |              0.7747 |
| sim_0896.zw   | sim_0896.json     |              0.7918 |
| sim_0828.zw   | sim_0828.json     |              0.8012 |
| sim_0358.zw   | sim_0358.json     |              0.7694 |
| sim_0349.zw   | sim_0349.json     |              0.7503 |
| sim_0428.zw   | sim_0428.json     |              0.7174 |
| sim_0643.zw   | sim_0643.json     |              0.7912 |
| sim_0353.zw   | sim_0353.json     |              0.7477 |
| sim_0083.zw   | sim_0083.json     |              0.7904 |
| sim_0620.zw   | sim_0620.json     |              0.7495 |
| sim_0817.zw   | sim_0817.json     |              0.7067 |
| sim_0574.zw   | sim_0574.json     |              0.7608 |
| sim_0685.zw   | sim_0685.json     |              0.7257 |
| sim_0168.zw   | sim_0168.json     |              0.7086 |
| sim_0636.zw   | sim_0636.json     |              0.7576 |
| sim_0743.zw   | sim_0743.json     |              0.854  |
| sim_0566.zw   | sim_0566.json     |              0.7109 |
| sim_0015.zw   | sim_0015.json     |              0.7991 |
| sim_0081.zw   | sim_0081.json     |              0.823  |
| sim_0600.zw   | sim_0600.json     |              0.7853 |
| sim_0267.zw   | sim_0267.json     |              0.7521 |
| sim_0942.zw   | sim_0942.json     |              0.7773 |
| sim_0304.zw   | sim_0304.json     |              0.8179 |
| sim_0283.zw   | sim_0283.json     |              0.7774 |
| sim_0247.zw   | sim_0247.json     |              0.8048 |
| sim_0192.zw   | sim_0192.json     |              0.7316 |
| sim_0515.zw   | sim_0515.json     |              0.817  |
| sim_0854.zw   | sim_0854.json     |              0.7285 |
| sim_0431.zw   | sim_0431.json     |              0.7411 |
| sim_0832.zw   | sim_0832.json     |              0.8072 |
| sim_0049.zw   | sim_0049.json     |              0.7494 |
| sim_0080.zw   | sim_0080.json     |              0.7911 |
| sim_0433.zw   | sim_0433.json     |              0.7864 |
| sim_0648.zw   | sim_0648.json     |              0.7934 |
| sim_0217.zw   | sim_0217.json     |              0.7949 |
| sim_0325.zw   | sim_0325.json     |              0.7184 |
| sim_0498.zw   | sim_0498.json     |              0.6311 |
| sim_0893.zw   | sim_0893.json     |              0.7521 |
| sim_0802.zw   | sim_0802.json     |              0.817  |
| sim_0526.zw   | sim_0526.json     |              0.8547 |
| sim_0509.zw   | sim_0509.json     |              0.7224 |
| sim_0616.zw   | sim_0616.json     |              0.7178 |
| sim_0997.zw   | sim_0997.json     |              0.6412 |
| sim_0189.zw   | sim_0189.json     |              0.6662 |
| sim_0110.zw   | sim_0110.json     |              0.807  |
| sim_0416.zw   | sim_0416.json     |              0.6602 |
| sim_0109.zw   | sim_0109.json     |              0.7131 |
| sim_0184.zw   | sim_0184.json     |              0.7353 |
| sim_0274.zw   | sim_0274.json     |              0.7397 |
| sim_0064.zw   | sim_0064.json     |              0.7808 |
| sim_0589.zw   | sim_0589.json     |              0.7782 |
| sim_0846.zw   | sim_0846.json     |              0.7364 |
| sim_0928.zw   | sim_0928.json     |              0.8097 |
| sim_0229.zw   | sim_0229.json     |              0.7804 |
| sim_0663.zw   | sim_0663.json     |              0.714  |
| sim_0714.zw   | sim_0714.json     |              0.7681 |
| sim_0175.zw   | sim_0175.json     |              0.8011 |
| sim_0687.zw   | sim_0687.json     |              0.7426 |
| sim_0079.zw   | sim_0079.json     |              0.8069 |
| sim_0339.zw   | sim_0339.json     |              0.7469 |
| sim_0830.zw   | sim_0830.json     |              0.728  |
| sim_0536.zw   | sim_0536.json     |              0.8155 |
| sim_0949.zw   | sim_0949.json     |              0.7873 |
| sim_0723.zw   | sim_0723.json     |              0.8175 |
| sim_0772.zw   | sim_0772.json     |              0.7084 |
| sim_0882.zw   | sim_0882.json     |              0.7673 |
| sim_0921.zw   | sim_0921.json     |              0.7595 |
| sim_0549.zw   | sim_0549.json     |              0.6926 |
| sim_0231.zw   | sim_0231.json     |              0.8165 |
| sim_0301.zw   | sim_0301.json     |              0.8074 |
| sim_0994.zw   | sim_0994.json     |              0.8292 |
| sim_0654.zw   | sim_0654.json     |              0.7681 |
| sim_0206.zw   | sim_0206.json     |              0.7193 |
| sim_0645.zw   | sim_0645.json     |              0.7091 |
| sim_0482.zw   | sim_0482.json     |              0.8186 |
| sim_0840.zw   | sim_0840.json     |              0.768  |
| sim_0765.zw   | sim_0765.json     |              0.7763 |
| sim_0926.zw   | sim_0926.json     |              0.717  |
| sim_0153.zw   | sim_0153.json     |              0.8205 |
| sim_0415.zw   | sim_0415.json     |              0.7438 |
| sim_0689.zw   | sim_0689.json     |              0.7734 |
| sim_0619.zw   | sim_0619.json     |              0.8096 |
| sim_0936.zw   | sim_0936.json     |              0.7678 |
| sim_0469.zw   | sim_0469.json     |              0.7341 |
| sim_0597.zw   | sim_0597.json     |              0.79   |
| sim_0450.zw   | sim_0450.json     |              0.7439 |
| sim_0892.zw   | sim_0892.json     |              0.7395 |
| sim_0326.zw   | sim_0326.json     |              0.7613 |
| sim_0779.zw   | sim_0779.json     |              0.6849 |
| sim_0396.zw   | sim_0396.json     |              0.6994 |
| sim_0111.zw   | sim_0111.json     |              0.7216 |
| sim_0667.zw   | sim_0667.json     |              0.7086 |
| sim_0671.zw   | sim_0671.json     |              0.7747 |
| sim_0695.zw   | sim_0695.json     |              0.7447 |
| sim_0657.zw   | sim_0657.json     |              0.8199 |
| sim_0735.zw   | sim_0735.json     |              0.7834 |
| sim_0419.zw   | sim_0419.json     |              0.7709 |
| sim_0167.zw   | sim_0167.json     |              0.7876 |
| sim_0383.zw   | sim_0383.json     |              0.7726 |
| sim_0582.zw   | sim_0582.json     |              0.7876 |
| sim_0125.zw   | sim_0125.json     |              0.7195 |
| sim_0580.zw   | sim_0580.json     |              0.8241 |
| sim_0988.zw   | sim_0988.json     |              0.7662 |
| sim_0464.zw   | sim_0464.json     |              0.7913 |
| sim_0088.zw   | sim_0088.json     |              0.7572 |
| sim_0435.zw   | sim_0435.json     |              0.6977 |
| sim_0093.zw   | sim_0093.json     |              0.8113 |
| sim_0986.zw   | sim_0986.json     |              0.8063 |
| sim_0397.zw   | sim_0397.json     |              0.7481 |
| sim_0503.zw   | sim_0503.json     |              0.8073 |
| sim_0857.zw   | sim_0857.json     |              0.8    |
| sim_0041.zw   | sim_0041.json     |              0.8096 |
| sim_0908.zw   | sim_0908.json     |              0.685  |
| sim_0801.zw   | sim_0801.json     |              0.8135 |
| sim_0067.zw   | sim_0067.json     |              0.7987 |
| sim_0137.zw   | sim_0137.json     |              0.793  |
| sim_0554.zw   | sim_0554.json     |              0.8094 |
| sim_0501.zw   | sim_0501.json     |              0.7077 |
| sim_0302.zw   | sim_0302.json     |              0.803  |
| sim_0707.zw   | sim_0707.json     |              0.7719 |
| sim_0046.zw   | sim_0046.json     |              0.776  |
| sim_0624.zw   | sim_0624.json     |              0.7551 |
| sim_0288.zw   | sim_0288.json     |              0.8407 |
| sim_0143.zw   | sim_0143.json     |              0.8551 |
